uniprot_id,entry_version,protein_name,full_name,protein_existence,location,evidence,antibodies,loc_eco,loc_eco_comment,loc_exp_evidence,UniProt_final_locations,UniProt_Corresponding_GOTerm,CorrespondingGOTerm_HPA,Corresponding_HPA_location
P23141,214,EST1_HUMAN,Liver carboxylesterase 1,Experimental evidence at protein level,Endoplasmic reticulum lumen;Cytoplasm;Lipid droplet,ECO:0000269;ECO:0000269;ECO:0000269,"12023,46717",Endoplasmic reticulum lumen_ECO:0000269;Cytoplasm_ECO:0000269;Lipid droplet_ECO:0000269,,Endoplasmic reticulum lumen;Cytoplasm;Lipid droplet,Endoplasmic reticulum lumen;Cytoplasm;Lipid droplet,GO:0005788;GO:0005737;GO:0005811,GO:0005811;GO:0005737;GO:0005783,Cytosol;Lipid droplets;Endoplasmic reticulum
P23229,226,ITA6_HUMAN,Integrin alpha-6,Experimental evidence at protein level,Cell membrane;Cell membrane,ECO:0000269;ECO:0000269,"9009,12696,27582,27585",Cell membrane_ECO:0000269;Cell membrane_ECO:0000269,,Cell membrane;Cell membrane,Cell membrane;Cell membrane,GO:0005886;GO:0005886,GO:0005886,Plasma membrane
P23246,237,SFPQ_HUMAN,"Splicing factor, proline- and glutamine-rich",Experimental evidence at protein level,Nucleus speckle;Nucleus matrix;Cytoplasm,ECO:0000269;ECO:0000269;ECO:0000269,"9886,47513,54689",Nucleus speckle_ECO:0000269;Nucleus matrix_ECO:0000269;Cytoplasm_ECO:0000269,,Nucleus speckle;Nucleus matrix;Cytoplasm,Nucleus speckle;Nucleus matrix;Cytoplasm,GO:0016607;GO:0016363;GO:0005737,GO:0005737;GO:0016607;GO:0005634,Cytosol;Nucleoplasm;Nuclear speckles
P23258,220,TBG1_HUMAN,Tubulin gamma-1 chain,Experimental evidence at protein level,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000269,"4608,43012,46040,47545,60701,78091","Cytoplasm,cytoskeleton,microtubule organizing center,centrosome_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269",,"Cytoplasm,cytoskeleton,microtubule organizing center,centrosome;Cytoplasm,cytoskeleton,spindle",centrosome;spindle,GO:0005815;GO:0005819,GO:0015630,Microtubules
P23297,207,S10A1_HUMAN,Protein S100-A1,Experimental evidence at protein level,Cytoplasm;Sarcoplasmic reticulum;Mitochondrion,ECO:0000269;ECO:0000269;ECO:0000250,"2599,6462",Cytoplasm_ECO:0000269;Sarcoplasmic reticulum_ECO:0000269;Mitochondrion_ECO:0000250,,Cytoplasm;Sarcoplasmic reticulum,Cytoplasm;Sarcoplasmic reticulum,GO:0005737;GO:0016529,GO:0005737;GO:0005783,Cytosol;Endoplasmic reticulum
P23352,212,KALM_HUMAN,Anosmin-1,Experimental evidence at protein level,Cell membrane;Secreted,ECO:0000269;ECO:0000269,"59335,59633,68656,75666,78517",Cell membrane_ECO:0000269;Secreted_ECO:0000269,,Cell membrane;Secreted,Cell membrane;Secreted,GO:0005886;GO:0005576,GO:0005886,Plasma membrane
P23368,220,MAOM_HUMAN,"NAD-dependent malic enzyme, mitochondrial",Experimental evidence at protein level,Mitochondrion matrix,ECO:0000269,"8247,8880",Mitochondrion matrix_ECO:0000269,,Mitochondrion matrix,Mitochondrion matrix,GO:0005759,GO:0005739,Mitochondria
P23378,193,GCSP_HUMAN,"Glycine dehydrogenase (decarboxylating), mitochondrial",Experimental evidence at protein level,Mitochondrion,ECO:0000269,"2318,52887",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
P23396,240,RS3_HUMAN,40S ribosomal protein S3,Experimental evidence at protein level,"Cytoplasm;Nucleus;Nucleus,nucleolus;Mitochondrion inner membrane;Cytoplasm,cytoskeleton,spindle",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"55186,58658,63339,65466","Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Nucleus,nucleolus_ECO:0000269;Mitochondrion inner membrane_ECO:0000269;Cytoplasm,cytoskeleton,spindle_ECO:0000269",,"Cytoplasm;Nucleus;Nucleus,nucleolus;Mitochondrion inner membrane;Cytoplasm,cytoskeleton,spindle",Cytoplasm;Nucleus;nucleolus;Mitochondrion inner membrane;spindle,GO:0005737;GO:0005634;GO:0005730;GO:0005743;GO:0005819,GO:0005737;GO:0005739;GO:0015630;GO:0005730;GO:0005634,Cytosol;Nucleoli;Microtubules;Nucleoplasm;Mitochondria
P23415,223,GLRA1_HUMAN,Glycine receptor subunit alpha-1,Experimental evidence at protein level,"Postsynaptic cell membrane;Synapse;Perikaryon;Cell projection,dendrite;Cell membrane",ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000269,"16502,69946,78885","Postsynaptic cell membrane_ECO:0000250;Synapse_ECO:0000250;Perikaryon_ECO:0000250;Cell projection,dendrite_ECO:0000250;Cell membrane_ECO:0000269",,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P23416,208,GLRA2_HUMAN,Glycine receptor subunit alpha-2,Experimental evidence at protein level,Postsynaptic cell membrane;Synapse;Cell membrane;Cell projection,ECO:0000250;ECO:0000250;ECO:0000269;ECO:0000250,"53525,69946,78885",Postsynaptic cell membrane_ECO:0000250;Synapse_ECO:0000250;Cell membrane_ECO:0000269;Cell projection_ECO:0000250,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P23526,229,SAHH_HUMAN,Adenosylhomocysteinase,Experimental evidence at protein level,Cytoplasm;Melanosome,ECO:0000269;ECO:0000269,"41225,44675",Cytoplasm_ECO:0000269;Melanosome_ECO:0000269,,Cytoplasm;Melanosome,Cytoplasm;Melanosome,GO:0005737;GO:0042470,GO:0005737;GO:0097708,Cytosol;Vesicles
P23528,240,COF1_HUMAN,Cofilin-1,Experimental evidence at protein level,"Nucleus matrix;Cytoplasm,cytoskeleton;Cell projection,ruffle membrane;Cell projection,lamellipodium membrane;Cell projection,lamellipodium;Cell projection,growth cone;Cell projection,axon",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250,"13086,53761,77782","Nucleus matrix_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000269;Cell projection,ruffle membrane_ECO:0000269;Cell projection,lamellipodium membrane_ECO:0000269;Cell projection,lamellipodium_ECO:0000250;Cell projection,growth cone_ECO:0000250;Cell projection,axon_ECO:0000250",,"Nucleus matrix;Cytoplasm,cytoskeleton;Cell projection,ruffle membrane;Cell projection,lamellipodium membrane",Nucleus matrix;cytoskeleton;ruffle membrane;lamellipodium membrane,GO:0016363;GO:0005856;GO:0032587;GO:0031258,GO:0005886;GO:0005634,Plasma membrane;Nucleoplasm
P23560,218,BDNF_HUMAN,Brain-derived neurotrophic factor,Experimental evidence at protein level,Secreted,ECO:0000269,"9564,31440,56104",Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005886,Plasma membrane
P23610,171,HAP40_HUMAN,40-kDa huntingtin-associated protein,Experimental evidence at protein level,"Cytoplasm;Nucleus;Early endosome;Nucleus,nuclear body",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250,46960,"Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Early endosome_ECO:0000269;Nucleus,nuclear body_ECO:0000250",,Cytoplasm;Nucleus;Early endosome,Cytoplasm;Nucleus;Early endosome,GO:0005737;GO:0005634;GO:0005769,GO:0005768;GO:0005737;GO:0005634,Cytosol;Nucleoplasm;Endosomes
P23634,224,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4,Experimental evidence at protein level,"Cell membrane;Cell projection,cilium,flagellum membrane",ECO:0000269;ECO:0000250,"16118,40431,56083,72482","Cell membrane_ECO:0000269;Cell projection,cilium,flagellum membrane_ECO:0000250",,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P23677,179,IP3KA_HUMAN,Inositol-trisphosphate 3-kinase A,Experimental evidence at protein level,"Cytoplasm,cytoskeleton",ECO:0000269,40454,"Cytoplasm,cytoskeleton_ECO:0000269",,"Cytoplasm,cytoskeleton",cytoskeleton,GO:0005856,GO:0005886,Plasma membrane
P23743,215,DGKA_HUMAN,Diacylglycerol kinase alpha,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"41645,45462,77065","Cytoplasm,cytosol_ECO:0000269",,"Cytoplasm,cytosol",cytosol,GO:0005829,GO:0005829,Cytosol
P23760,230,PAX3_HUMAN,Paired box protein Pax-3,Experimental evidence at protein level,Nucleus,ECO:0000269,"13466,56351,63659,69000",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P23945,229,FSHR_HUMAN,Follicle-stimulating hormone receptor,Experimental evidence at protein level,Cell membrane,ECO:0000269,"42947,56148,67689,69802,78372",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P23975,206,SC6A2_HUMAN,Sodium-dependent noradrenaline transporter,Experimental evidence at protein level,Cell membrane,ECO:0000269,"4057,76311",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P24001,153,IL32_HUMAN,Interleukin-32,Experimental evidence at protein level,Secreted,ECO:0000269,29397,Secreted_ECO:0000269,,Secreted,Secreted,GO:0005576,GO:0005886,Plasma membrane
P24311,182,COX7B_HUMAN,"Cytochrome c oxidase subunit 7B, mitochondrial",Experimental evidence at protein level,Mitochondrion inner membrane,ECO:0000269,"47651,58041,71919",Mitochondrion inner membrane_ECO:0000269,,Mitochondrion inner membrane,Mitochondrion inner membrane,GO:0005743,GO:0005739,Mitochondria
P24385,231,CCND1_HUMAN,G1/S-specific cyclin-D1,Experimental evidence at protein level,Nucleus;Cytoplasm;Nucleus membrane,ECO:0000269;ECO:0000269;ECO:0000269,"24,27801,27802,27803,66589",Nucleus_ECO:0000269;Cytoplasm_ECO:0000269;Nucleus membrane_ECO:0000269,,Nucleus;Cytoplasm;Nucleus membrane,Nucleus;Cytoplasm;Nucleus membrane,GO:0005634;GO:0005737;GO:0031965,GO:0005737;GO:0031965;GO:0005634,Cytosol;Nucleoplasm;Nuclear membrane
P24386,196,RAE1_HUMAN,Rab proteins geranylgeranyltransferase component A 1,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"3231,16171","Cytoplasm,cytosol_ECO:0000269",,"Cytoplasm,cytosol",cytosol,GO:0005829,GO:0005829,Cytosol
P24390,181,ERD21_HUMAN,ER lumen protein-retaining receptor 1,Experimental evidence at protein level,"Golgi apparatus membrane;Cytoplasmic vesicle,COPI-coated vesicle membrane;Endoplasmic reticulum membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000250,"17455,47440","Golgi apparatus membrane_ECO:0000269;Cytoplasmic vesicle,COPI-coated vesicle membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269;Endoplasmic reticulum-Golgi intermediate compartment membrane_ECO:0000250",,"Golgi apparatus membrane;Cytoplasmic vesicle,COPI-coated vesicle membrane;Endoplasmic reticulum membrane",Golgi apparatus membrane;COPI-coated vesicle membrane;Endoplasmic reticulum membrane,GO:0000139;GO:0043231;GO:0005789,GO:0005794;GO:0043231;GO:0005783,Golgi apparatus;Vesicles;Endoplasmic reticulum
P24522,179,GA45A_HUMAN,Growth arrest and DNA damage-inducible protein GADD45 alpha,Experimental evidence at protein level,Nucleus,ECO:0000269,"47734,53420,63263,63333,70207",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P24530,237,EDNRB_HUMAN,Endothelin receptor type B,Experimental evidence at protein level,Cell membrane,ECO:0000269,"17842,27544,27546,27787,55415,70556",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P24557,225,THAS_HUMAN,Thromboxane-A synthase,Experimental evidence at protein level,Endoplasmic reticulum membrane,ECO:0000269,"31257,31258,31259,31260",Endoplasmic reticulum membrane_ECO:0000269,,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,GO:0005789,GO:0005783,Endoplasmic reticulum
P24588,193,AKAP5_HUMAN,A-kinase anchor protein 5,Experimental evidence at protein level,Postsynaptic recycling endosome membrane,ECO:0000269,"4308,51489,53891,70486",Postsynaptic recycling endosome membrane_ECO:0000269,,Postsynaptic recycling endosome membrane,Postsynaptic recycling endosome membrane,GO:0005768,GO:0005768,Endosomes
P24752,225,THIL_HUMAN,"Acetyl-CoA acetyltransferase, mitochondrial",Experimental evidence at protein level,Mitochondrion,ECO:0000269,"4428,7569",Mitochondrion_ECO:0000269,,Mitochondrion,Mitochondrion,GO:0005739,GO:0005739,Mitochondria
P24864,221,CCNE1_HUMAN,G1/S-specific cyclin-E1,Experimental evidence at protein level,Nucleus,ECO:0000269,"308,16682,18169,49619",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P25054,261,APC_HUMAN,Adenomatous polyposis coli protein,Experimental evidence at protein level,"Cell junction,adherens junction;Cytoplasm,cytoskeleton;Cell projection,lamellipodium;Cell projection,ruffle membrane;Cytoplasm;Cell membrane",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"13349,13362,79282","Cell junction,adherens junction_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000269;Cell projection,lamellipodium_ECO:0000269;Cell projection,ruffle membrane_ECO:0000269;Cytoplasm_ECO:0000269;Cell membrane_ECO:0000269",,"Cell junction,adherens junction;Cytoplasm,cytoskeleton;Cell projection,lamellipodium;Cell projection,ruffle membrane;Cytoplasm;Cell membrane",adherens junction;cytoskeleton;lamellipodium;ruffle membrane;Cytoplasm;Cell membrane,GO:0005912;GO:0005856;GO:0030027;GO:0032587;GO:0005737;GO:0005886,GO:0030054;GO:0005737;GO:0005886,Cytosol;Plasma membrane;Cell Junctions
P25090,193,FPR2_HUMAN,N-formyl peptide receptor 2,Experimental evidence at protein level,Cell membrane,ECO:0000269,29154,Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P25092,210,GUC2C_HUMAN,Guanylyl cyclase C,Experimental evidence at protein level,Cell membrane;Endoplasmic reticulum membrane,ECO:0000269;ECO:0000269,"37655,37656,64948,73759",Cell membrane_ECO:0000269;Endoplasmic reticulum membrane_ECO:0000269,,Cell membrane;Endoplasmic reticulum membrane,Cell membrane;Endoplasmic reticulum membrane,GO:0005886;GO:0005789,GO:0005783;GO:0005886,Plasma membrane;Endoplasmic reticulum
P25105,202,PTAFR_HUMAN,Platelet-activating factor receptor,Experimental evidence at protein level,Cell membrane,ECO:0000269,"27542,27543,54355",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P25106,207,ACKR3_HUMAN,Atypical chemokine receptor 3,Experimental evidence at protein level,Cell membrane;Early endosome;Recycling endosome,ECO:0000269;ECO:0000269;ECO:0000269,"32003,49718,57492",Cell membrane_ECO:0000269;Early endosome_ECO:0000269;Recycling endosome_ECO:0000269,,Cell membrane;Early endosome;Recycling endosome,Cell membrane;Early endosome;Recycling endosome,GO:0005886;GO:0005769;GO:0055037,GO:0005768;GO:0005886,Plasma membrane;Endosomes
P25189,233,MYP0_HUMAN,Myelin protein P0,Experimental evidence at protein level,Cell membrane,ECO:0000269,"62207,68925,70880",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P25445,260,TNR6_HUMAN,Tumor necrosis factor receptor superfamily member 6,Experimental evidence at protein level,Cell membrane;Membrane raft,ECO:0000269;ECO:0000269,"124,27444,27454,28617,54281,72912,79985",Cell membrane_ECO:0000269;Membrane raft_ECO:0000269,,Cell membrane;Membrane raft,Cell membrane;Membrane raft,GO:0005886;GO:0045121,GO:0005886,Plasma membrane
P25490,238,TYY1_HUMAN,Transcriptional repressor protein YY1,Experimental evidence at protein level,Nucleus matrix,ECO:0000269,"597,1119,9392",Nucleus matrix_ECO:0000269,,Nucleus matrix,Nucleus matrix,GO:0016363,GO:0005634,Nucleoplasm
P25685,221,DNJB1_HUMAN,DnaJ homolog subfamily B member 1,Experimental evidence at protein level,"Cytoplasm;Nucleus;Nucleus,nucleolus",ECO:0000269;ECO:0000269;ECO:0000269,"17450,41230,63247,68408","Cytoplasm_ECO:0000269;Nucleus_ECO:0000269;Nucleus,nucleolus_ECO:0000269",,"Cytoplasm;Nucleus;Nucleus,nucleolus",Cytoplasm;Nucleus;nucleolus,GO:0005737;GO:0005634;GO:0005730,GO:0005730;GO:0005737;GO:0005634,Cytosol;Nucleoli;Nucleoplasm
P25686,200,DNJB2_HUMAN,DnaJ homolog subfamily B member 2,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"36268,56949",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P25705,248,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial",Experimental evidence at protein level,Mitochondrion;Mitochondrion inner membrane;Cell membrane,ECO:0000269;ECO:0000250;ECO:0000269,"13067,40622,44202",Mitochondrion_ECO:0000269;Mitochondrion inner membrane_ECO:0000250;Cell membrane_ECO:0000269,,Mitochondrion;Cell membrane,Mitochondrion;Cell membrane,GO:0005739;GO:0005886,GO:0005739;GO:0005886,Plasma membrane;Mitochondria
P25774,211,CATS_HUMAN,Cathepsin S,Experimental evidence at protein level,"Lysosome;Secreted;Cytoplasmic vesicle,phagosome",ECO:0000269;ECO:0000269;ECO:0000269,"460,2988","Lysosome_ECO:0000269;Secreted_ECO:0000269;Cytoplasmic vesicle,phagosome_ECO:0000269",,"Lysosome;Secreted;Cytoplasmic vesicle,phagosome",Lysosome;Secreted;phagosome,GO:0005764;GO:0005576;GO:0045335,GO:0097708;GO:0005764,Vesicles;Lysosomes
P25786,242,PSA1_HUMAN,Proteasome subunit alpha type-1,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"33765,37646,43891,79995",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P25787,228,PSA2_HUMAN,Proteasome subunit alpha type-2,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,8188,Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P25788,242,PSA3_HUMAN,Proteasome subunit alpha type-3,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,905,Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P25789,229,PSA4_HUMAN,Proteasome subunit alpha type-4,Experimental evidence at protein level,Cytoplasm;Nucleus,ECO:0000269;ECO:0000269,"4973,30509,55466,60613",Cytoplasm_ECO:0000269;Nucleus_ECO:0000269,,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P26006,223,ITA3_HUMAN,Integrin alpha-3,Experimental evidence at protein level,"Cell membrane;Cell membrane;Cell projection,invadopodium membrane;Cell projection,filopodium membrane",ECO:0000269;ECO:0000269;ECO:0000269;ECO:0000269,"8572,18594","Cell membrane_ECO:0000269;Cell membrane_ECO:0000269;Cell projection,invadopodium membrane_ECO:0000269;Cell projection,filopodium membrane_ECO:0000269",,"Cell membrane;Cell membrane;Cell projection,invadopodium membrane;Cell projection,filopodium membrane",Cell membrane;Cell membrane;filopodium membrane,GO:0005886;GO:0005886;GO:0031527,GO:0005886,Plasma membrane
P26012,207,ITB8_HUMAN,Integrin beta-8,Experimental evidence at protein level,Cell membrane,ECO:0000269,"4885,27795,27796,27797",Cell membrane_ECO:0000269,,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P26038,238,MOES_HUMAN,Moesin,Experimental evidence at protein level,"Cell membrane;Cytoplasm,cytoskeleton;Apical cell membrane;Cell projection,microvillus membrane;Cell projection,microvillus",ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"214,263,4505,10898,11135,11227,11855,47336,47337,47338","Cell membrane_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000250;Apical cell membrane_ECO:0000250;Cell projection,microvillus membrane_ECO:0000250;Cell projection,microvillus_ECO:0000250",,Cell membrane,Cell membrane,GO:0005886,GO:0005886,Plasma membrane
P26196,224,DDX6_HUMAN,Probable ATP-dependent RNA helicase DDX6,Experimental evidence at protein level,"Cytoplasm,P-body;Cytoplasm;Nucleus",ECO:0000269;ECO:0000269;ECO:0000269,"4668,24201,26644","Cytoplasm,P-body_ECO:0000269;Cytoplasm_ECO:0000269;Nucleus_ECO:0000269",,"Cytoplasm,P-body;Cytoplasm;Nucleus",P-body;Cytoplasm;Nucleus,GO:0000932;GO:0005737;GO:0005634,GO:0005737;GO:0005634;GO:0036464,Cytosol;Cytoplasmic bodies;Nucleoplasm
P26232,200,CTNA2_HUMAN,Catenin alpha-2,Experimental evidence at protein level,"Cell membrane;Cytoplasm;Cytoplasm,cytoskeleton;Cell junction,adherens junction;Cell projection,axon;Nucleus",ECO:0000250;ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000269,"19162,73467,79345,79572","Cell membrane_ECO:0000250;Cytoplasm_ECO:0000269;Cytoplasm,cytoskeleton_ECO:0000250;Cell junction,adherens junction_ECO:0000250;Cell projection,axon_ECO:0000250;Nucleus_ECO:0000269",,Cytoplasm;Nucleus,Cytoplasm;Nucleus,GO:0005737;GO:0005634,GO:0005737;GO:0005634,Cytosol;Nucleoplasm
P26358,236,DNMT1_HUMAN,DNA (cytosine-5)-methyltransferase 1,Experimental evidence at protein level,Nucleus,ECO:0000269,"2694,5876",Nucleus_ECO:0000269,,Nucleus,Nucleus,GO:0005634,GO:0005634,Nucleoplasm
P26374,177,RAE2_HUMAN,Rab proteins geranylgeranyltransferase component A 2,Experimental evidence at protein level,"Cytoplasm,cytosol",ECO:0000269,"29627,29628,62967","Cytoplasm,cytosol_ECO:0000269",,"Cytoplasm,cytosol",cytosol,GO:0005829,GO:0005829,Cytosol
P26378,194,ELAV4_HUMAN,ELAV-like protein 4,Experimental evidence at protein level,"Cytoplasm;Perikaryon;Cell projection,dendrite;Cell projection,axon;Cell projection,growth cone",ECO:0000269;ECO:0000250;ECO:0000250;ECO:0000250;ECO:0000250,"4442,43047","Cytoplasm_ECO:0000269;Perikaryon_ECO:0000250;Cell projection,dendrite_ECO:0000250;Cell projection,axon_ECO:0000250;Cell projection,growth cone_ECO:0000250",,Cytoplasm,Cytoplasm,GO:0005737,GO:0005737,Cytosol
